Date,Open,High,Low,Close
2027-12-10,10343.0,10828.07,10155.57,10623.16
2027-12-11,10722.25,10977.43,10214.18,10451.18
2027-12-12,10478.2,10862.12,10324.73,10640.97
2027-12-13,10572.59,10773.66,10439.62,10708.36
2027-12-14,10725.81,10847.93,10465.99,10640.61
2027-12-15,10642.5,10907.14,10376.88,10681.62
2027-12-16,10647.46,10806.35,10435.8,10518.64
2027-12-17,10560.75,10686.96,10314.48,10421.57
2027-12-18,10396.22,10650.71,10178.05,10636.09
2027-12-19,10587.29,10870.64,10555.65,10607.99
2027-12-20,10560.39,10681.67,10493.3,10628.59
2027-12-21,10657.13,10858.42,10362.58,10536.93
2027-12-22,10590.68,10740.73,10383.76,10716.85
2027-12-23,10681.64,11001.24,10593.01,10752.41
2027-12-24,10699.81,10738.84,10525.53,10622.58
2027-12-25,10584.33,10684.22,10353.53,10572.89
2027-12-26,10514.02,10644.03,10433.51,10623.49
2027-12-27,10630.96,11099.55,10534.11,11062.16
2027-12-28,10973.86,11097.97,10773.84,11076.19
2027-12-29,11076.34,11204.97,11028.93,11078.95
2027-12-30,11055.88,11271.96,10853.4,10916.73
2027-12-31,11029.74,11249.3,10909.67,10928.49
2028-01-01,10946.5,11061.01,10857.93,11012.79
2028-01-02,11012.13,11263.65,10928.95,11139.05
2028-01-03,11151.77,11249.75,10867.75,10982.71
2028-01-04,11015.69,11111.43,10542.11,10718.79
2028-01-05,10718.56,10934.44,10628.52,10879.4
2028-01-06,10781.06,11193.31,10647.84,11003.88
2028-01-07,10950.39,11105.58,10846.28,10900.45
2028-01-08,10917.85,11177.14,10885.44,11010.78
2028-01-09,10942.72,11264.07,10884.84,11007.76
2028-01-10,11074.76,11255.36,10994.23,11007.69
2028-01-11,10912.32,11207.51,10676.33,10981.28
2028-01-12,10920.97,11287.58,10648.87,11069.4
2028-01-13,10941.04,11634.44,10775.79,11379.08
2028-01-14,11417.55,11591.01,11167.12,11375.55
2028-01-15,11414.91,11612.67,11151.08,11506.49
2028-01-16,11594.76,11873.62,11446.2,11584.91
2028-01-17,11570.66,11591.72,11163.49,11403.38
2028-01-18,11385.68,11505.29,11053.17,11252.09
2028-01-19,11140.33,11313.12,10965.55,11080.38
2028-01-20,11223.5,11475.93,10962.04,11314.43
2028-01-21,11347.38,11793.52,11255.21,11544.25
2028-01-22,11527.1,11723.97,11010.58,11270.79
2028-01-23,11255.78,11503.89,11062.48,11119.44
2028-01-24,11032.36,11279.5,10948.07,11268.14
2028-01-25,11250.82,11376.86,11220.81,11305.08
2028-01-26,11312.43,11535.2,11270.61,11325.65
2028-01-27,11357.33,11593.02,10983.22,11129.54
2028-01-28,11158.5,11259.61,10841.71,11086.55
2028-01-29,11170.1,11237.34,10859.95,11019.14
2028-01-30,10951.58,11119.36,10903.95,11011.04
2028-01-31,10975.24,11144.34,10815.99,10848.15
2028-02-01,10843.66,10949.55,10710.6,10840.5
2028-02-02,10815.45,10894.21,10377.94,10568.52
2028-02-03,10487.15,10883.28,10333.62,10738.15
2028-02-04,10719.16,10991.17,10509.7,10894.47
2028-02-05,10885.85,11109.26,10768.77,10829.68
2028-02-06,10799.88,10910.24,10583.3,10896.51
2028-02-07,10943.72,11029.43,10679.49,10721.3
2028-02-08,10728.67,11102.34,10641.7,10867.79
2028-02-09,10857.88,11113.92,10660.91,10973.56
2028-02-10,10962.4,11059.14,10742.67,10881.3
2028-02-11,11045.38,11081.2,10638.97,10720.44
2028-02-12,10710.1,11009.74,10507.0,10777.52
2028-02-13,10691.25,10860.44,10437.47,10795.38
2028-02-14,10794.45,11089.29,10531.98,10896.66
2028-02-15,10795.42,10867.28,10469.54,10711.84
2028-02-16,10626.11,10878.99,10366.59,10725.76
2028-02-17,10699.99,10867.16,10500.42,10621.29
2028-02-18,10661.87,10726.69,10426.02,10454.49
2028-02-19,10428.83,10681.73,10089.61,10225.73
2028-02-20,10186.74,10297.49,10008.02,10282.43
2028-02-21,10316.26,10434.43,10161.12,10193.29
2028-02-22,10220.15,10616.47,10079.21,10424.43
2028-02-23,10369.53,10847.54,10282.11,10614.6
2028-02-24,10607.29,10797.21,10420.99,10664.2
2028-02-25,10572.61,10609.38,10203.09,10462.46
2028-02-26,10526.64,10716.12,10097.82,10198.43
2028-02-27,10216.77,10386.28,9826.27,9922.96
2028-02-28,10003.34,10160.56,9628.43,9721.34
2028-02-29,9664.33,9970.05,9467.86,9899.51
2028-03-01,9812.59,9897.73,9436.23,9658.77
2028-03-02,9654.94,9883.97,9464.16,9700.77
2028-03-03,9707.43,9890.12,9604.68,9841.08
2028-03-04,9813.34,9967.96,9582.97,9929.71
2028-03-05,9840.39,10255.84,9642.63,10087.66
2028-03-06,10141.36,10443.8,10051.02,10285.18
2028-03-07,10325.91,10408.24,10093.35,10214.68
2028-03-08,10210.15,10431.88,9903.88,9928.63
2028-03-09,9931.54,10121.62,9836.32,9874.47
2028-03-10,9813.45,10106.15,9710.2,9938.34
2028-03-11,9950.34,9963.54,9656.17,9819.37
2028-03-12,9806.28,9904.95,9615.16,9642.77
2028-03-13,9616.19,9692.6,9357.69,9555.09
2028-03-14,9511.57,9882.78,9339.93,9674.76
2028-03-15,9619.73,9790.88,9429.28,9574.07
2028-03-16,9544.27,9699.13,9324.14,9609.3
2028-03-17,9625.09,9695.56,9258.97,9406.53
2028-03-18,9434.93,9720.71,9359.17,9492.13
2028-03-19,9500.67,9680.46,9208.66,9444.09
2028-03-20,9488.03,9597.37,9069.98,9285.57
2028-03-21,9235.32,9464.68,8975.74,9189.18
2028-03-22,9248.41,9492.3,9021.53,9350.09
2028-03-23,9360.81,9517.94,9194.01,9402.67
2028-03-24,9369.61,9519.53,9103.52,9236.64
2028-03-25,9216.08,9227.99,8917.9,9006.89
2028-03-26,9128.98,9341.12,8879.93,9082.02
2028-03-27,9093.7,9299.57,9003.17,9109.21
2028-03-28,9127.57,9177.02,8912.17,9099.87
2028-03-29,9179.98,9646.9,9036.87,9483.19
2028-03-30,9459.65,9568.28,9266.94,9548.36
2028-03-31,9508.61,9673.8,9277.67,9561.1
2028-04-01,9527.47,9629.72,9311.55,9373.07
2028-04-02,9426.73,9593.54,9240.06,9465.96
2028-04-03,9629.67,9756.21,9383.42,9507.57
2028-04-04,9514.26,9579.14,9457.86,9491.34
2028-04-05,9552.11,9874.0,9513.92,9684.57
2028-04-06,9781.98,9988.45,9602.24,9749.3
2028-04-07,9745.6,9951.68,9351.38,9587.97
2028-04-08,9552.52,9582.96,9196.51,9308.51
2028-04-09,9214.58,9319.68,9131.74,9273.79
2028-04-10,9223.56,9419.74,8933.56,9082.09
2028-04-11,9022.2,9098.94,8906.14,8969.0
2028-04-12,8907.11,9072.75,8880.58,8933.76
2028-04-13,8948.25,9170.82,8824.47,8846.44
2028-04-14,8903.05,9060.2,8848.05,8871.46
2028-04-15,8850.42,8912.74,8591.59,8741.76
2028-04-16,8747.09,8928.84,8735.78,8804.53
2028-04-17,8805.05,8930.48,8698.21,8769.56
2028-04-18,8826.53,8877.36,8443.69,8563.37
2028-04-19,8591.57,8742.26,8446.82,8646.53
2028-04-20,8666.24,8800.28,8450.39,8632.76
2028-04-21,8672.39,8812.41,8417.93,8631.62
2028-04-22,8656.85,8742.66,8544.46,8680.47
2028-04-23,8633.04,8889.59,8590.7,8697.76
2028-04-24,8662.23,9094.56,8540.33,8894.02
2028-04-25,8827.92,8969.86,8665.78,8773.47
2028-04-26,8765.6,8943.59,8677.81,8835.94
2028-04-27,8748.29,9004.05,8701.59,8816.4
2028-04-28,8753.16,8896.3,8550.26,8668.85
2028-04-29,8623.48,8811.92,8481.1,8637.38
2028-04-30,8642.06,8943.89,8596.59,8726.65
2028-05-01,8725.34,9086.79,8590.21,8983.71
2028-05-02,8926.19,9247.03,8848.5,9022.21
2028-05-03,9120.01,9333.44,8525.49,8695.3
2028-05-04,8681.56,8706.21,8666.37,8681.98
2028-05-05,8700.94,8850.06,8588.82,8645.57
2028-05-06,8630.82,8660.89,8384.03,8590.47
2028-05-07,8590.75,8623.92,8346.09,8355.41
2028-05-08,8373.53,8635.0,8322.77,8565.87
2028-05-09,8580.11,8759.02,8426.6,8638.02
2028-05-10,8589.02,8835.68,8416.89,8621.1
2028-05-11,8607.48,8715.58,8556.19,8568.24
2028-05-12,8592.7,8711.22,8416.89,8649.26
2028-05-13,8690.27,8851.41,8497.25,8742.5
2028-05-14,8809.14,8991.77,8768.99,8821.47
2028-05-15,8814.08,9018.27,8616.41,8672.66
2028-05-16,8644.4,9062.94,8512.16,8972.77
2028-05-17,8977.0,9043.03,8949.94,9016.11
2028-05-18,9005.2,9408.63,8795.77,9350.46
2028-05-19,9393.41,9596.51,9161.64,9350.37
2028-05-20,9363.11,9494.42,9133.33,9471.75
2028-05-21,9453.7,9680.15,9079.6,9300.52
2028-05-22,9345.45,9472.22,8944.03,9076.7
2028-05-23,9059.16,9137.99,8544.69,8762.99
2028-05-24,8775.77,9138.55,8659.57,8921.54
2028-05-25,8906.65,9324.4,8837.44,9153.54
2028-05-26,9181.42,9390.68,9085.44,9328.57
2028-05-27,9351.89,9498.75,9124.78,9147.82
2028-05-28,9177.07,9252.56,8954.34,9074.52
2028-05-29,9133.78,9243.18,9015.82,9167.08
2028-05-30,9123.8,9340.35,8799.67,9023.39
2028-05-31,9057.91,9138.74,8734.03,8833.71
2028-06-01,8878.74,8914.31,8722.76,8899.35
2028-06-02,8885.11,9277.15,8736.46,9073.54
2028-06-03,9089.81,9233.4,8910.65,9208.0
2028-06-04,9204.85,9431.96,9071.5,9322.31
2028-06-05,9294.88,9527.33,9209.87,9351.93
2028-06-06,9385.89,9483.69,9212.12,9439.18
2028-06-07,9461.01,9726.61,9278.28,9511.58
2028-06-08,9569.22,9622.29,9292.34,9442.1
2028-06-09,9446.77,9511.06,9324.93,9345.23
2028-06-10,9368.32,9432.26,9283.3,9412.22
2028-06-11,9401.97,9600.48,9254.89,9375.58
2028-06-12,9418.99,9593.31,9309.42,9524.72
2028-06-13,9498.66,9706.95,9292.84,9398.18
2028-06-14,9397.88,9454.86,9334.62,9362.44
2028-06-15,9375.35,9495.44,9105.01,9320.09
2028-06-16,9328.87,9555.78,8992.69,9189.26
2028-06-17,9175.5,9377.96,9118.57,9273.36
2028-06-18,9180.9,9346.46,9163.44,9204.27
2028-06-19,9102.32,9179.1,8917.62,9153.21
2028-06-20,9137.97,9304.17,9038.88,9105.66
2028-06-21,9150.03,9184.88,9088.13,9144.22
2028-06-22,9118.58,9358.78,8906.15,9203.41
2028-06-23,9176.33,9371.52,9042.11,9213.09
2028-06-24,9113.99,9415.73,9028.59,9191.36
2028-06-25,9235.44,9404.62,9036.53,9215.23
2028-06-26,9149.86,9338.68,9056.05,9071.83
2028-06-27,9005.53,9310.5,8892.75,9250.61
2028-06-28,9138.0,9293.27,9045.1,9174.0
2028-06-29,9111.69,9212.86,8895.87,9163.28
2028-06-30,9088.59,9484.12,9032.95,9269.48
2028-07-01,9281.36,9423.56,9247.51,9319.84
2028-07-02,9367.94,9558.18,8854.94,9028.09
2028-07-03,9033.51,9218.88,8659.82,8788.53
2028-07-04,8804.45,8926.98,8780.85,8845.05
2028-07-05,8812.86,8983.09,8659.6,8867.87
2028-07-06,8875.93,9031.08,8611.58,8707.24
2028-07-07,8802.65,8903.82,8541.03,8684.24
2028-07-08,8631.63,8681.47,8386.17,8598.59
2028-07-09,8526.61,8859.18,8458.07,8844.61
2028-07-10,8883.57,9057.14,8783.02,8868.94
2028-07-11,8917.27,9137.15,8339.17,8506.39
2028-07-12,8520.15,8803.43,8407.02,8699.76
2028-07-13,8680.94,8899.51,8518.59,8772.89
2028-07-14,8784.99,8804.41,8709.96,8741.88
2028-07-15,8735.73,8755.33,8683.21,8719.42
2028-07-16,8687.96,8804.51,8522.99,8652.83
2028-07-17,8667.49,8865.94,8365.31,8493.85
2028-07-18,8536.26,8659.05,8355.02,8449.65
2028-07-19,8442.48,8648.72,8240.38,8552.13
2028-07-20,8527.54,8713.2,8500.52,8609.37
2028-07-21,8628.88,8841.77,8586.87,8781.7
2028-07-22,8728.62,8761.95,8607.08,8715.63
2028-07-23,8692.62,8712.55,8451.77,8640.98
2028-07-24,8702.69,8829.67,8495.59,8745.92
2028-07-25,8740.87,8812.6,8440.08,8542.51
2028-07-26,8518.99,8546.07,8255.35,8296.54
2028-07-27,8272.53,8298.27,8008.98,8175.35
2028-07-28,8126.3,8202.47,7967.92,8162.21
2028-07-29,8110.52,8374.57,7918.04,8251.84
2028-07-30,8284.21,8398.56,8122.84,8141.96
2028-07-31,8143.06,8371.12,7995.4,8270.43
2028-08-01,8247.87,8467.4,8089.36,8457.43
2028-08-02,8344.02,8620.08,8246.97,8439.6
2028-08-03,8412.72,8644.88,8271.26,8454.25
2028-08-04,8435.62,8508.93,8203.15,8255.5
2028-08-05,8302.05,8356.87,8044.67,8232.06
2028-08-06,8262.39,8309.93,8194.27,8272.53
2028-08-07,8275.48,8470.94,8089.1,8393.32
2028-08-08,8429.63,8489.14,8336.53,8424.14
2028-08-09,8401.08,8488.34,8347.27,8373.34
2028-08-10,8407.14,8541.63,8071.3,8274.08
2028-08-11,8266.84,8304.79,8198.1,8242.5
2028-08-12,8237.92,8424.24,8119.66,8305.1
2028-08-13,8279.74,8544.77,8226.09,8416.7
2028-08-14,8401.31,8446.71,8366.06,8411.43
2028-08-15,8461.25,8605.96,8264.25,8428.92
2028-08-16,8385.09,8621.63,8301.92,8477.92
2028-08-17,8544.9,8735.07,8288.22,8372.98
2028-08-18,8396.57,8426.51,8049.59,8245.16
2028-08-19,8243.06,8284.73,8046.12,8273.9
2028-08-20,8327.3,8463.76,8287.69,8375.34
2028-08-21,8384.43,8576.27,8311.04,8412.37
2028-08-22,8316.01,8624.08,8136.1,8485.14
2028-08-23,8452.24,8561.63,8434.57,8443.4
2028-08-24,8421.85,8455.26,8370.22,8421.38
2028-08-25,8471.66,8642.06,8124.99,8270.6
2028-08-26,8305.48,8396.57,7994.86,8190.0
2028-08-27,8110.17,8456.77,8077.45,8255.4
2028-08-28,8195.85,8508.83,8086.33,8464.66
2028-08-29,8458.46,8521.3,8263.07,8457.48
2028-08-30,8404.71,8484.58,8350.1,8445.62
2028-08-31,8370.03,8712.84,8237.08,8567.53
2028-09-01,8602.9,8729.71,8397.3,8619.68
2028-09-02,8623.54,8875.45,8492.28,8735.73
2028-09-03,8720.56,8905.83,8618.52,8846.82
2028-09-04,8868.52,8993.4,8823.73,8962.09
2028-09-05,8962.44,8981.36,8449.25,8536.95
2028-09-06,8510.75,8650.03,8287.91,8348.31
2028-09-07,8326.23,8630.31,8163.26,8480.86
2028-09-08,8472.03,8675.93,8314.7,8336.15
2028-09-09,8282.72,8449.24,8095.79,8234.78
2028-09-10,8269.43,8371.11,7861.0,7939.06
2028-09-11,7920.32,8043.68,7725.28,8011.95
2028-09-12,8016.08,8058.25,7726.49,7903.66
2028-09-13,7869.72,7941.48,7637.28,7771.61
2028-09-14,7783.08,7953.58,7486.71,7531.03
2028-09-15,7606.54,7771.67,7481.15,7606.79
2028-09-16,7624.8,7748.88,7417.07,7553.88
2028-09-17,7590.22,7752.65,7308.72,7466.44
2028-09-18,7454.15,7738.68,7292.29,7692.21
2028-09-19,7747.44,7789.24,7556.16,7776.26
2028-09-20,7762.17,7932.64,7746.51,7863.23
2028-09-21,7837.44,8232.03,7716.01,8091.73
2028-09-22,8099.4,8265.81,7810.5,7984.55
2028-09-23,7978.68,8138.52,7951.11,8069.03
2028-09-24,8116.07,8170.48,7829.36,7916.5
2028-09-25,7908.86,7979.37,7832.69,7920.54
2028-09-26,7909.93,8028.62,7816.41,7959.76
2028-09-27,7907.7,7970.73,7877.11,7896.58
2028-09-28,7807.46,7843.56,7592.07,7733.38
2028-09-29,7792.22,7952.49,7594.34,7730.74
2028-09-30,7703.69,7864.78,7483.83,7594.99
2028-10-01,7587.07,7661.35,7553.43,7622.41
2028-10-02,7607.88,7629.31,7420.03,7595.62
2028-10-03,7586.37,7889.29,7544.76,7789.23
2028-10-04,7749.1,7837.18,7669.21,7713.62
2028-10-05,7722.73,7873.29,7537.89,7812.08
2028-10-06,7799.97,7938.5,7676.04,7866.03
2028-10-07,7842.93,7868.62,7679.95,7720.03
2028-10-08,7772.69,7783.97,7665.5,7726.61
2028-10-09,7763.4,8043.27,7754.46,8016.38
2028-10-10,8023.59,8210.82,7871.82,7885.04
2028-10-11,7866.51,8019.03,7812.38,7885.49
2028-10-12,7860.67,7966.65,7704.31,7942.09
2028-10-13,7942.39,8004.34,7631.84,7744.13
2028-10-14,7793.05,7976.2,7707.52,7770.31
2028-10-15,7719.65,7753.6,7421.71,7551.3
2028-10-16,7549.07,7671.33,7396.73,7465.51
2028-10-17,7455.82,7552.25,7402.26,7461.59
2028-10-18,7470.77,7646.05,7296.99,7514.49
2028-10-19,7506.89,7685.25,7333.71,7458.97
2028-10-20,7482.55,7554.16,7468.65,7506.83
2028-10-21,7484.33,7596.56,7313.73,7375.96
2028-10-22,7361.32,7503.01,7038.27,7169.63
2028-10-23,7212.64,7297.92,7165.91,7233.54
2028-10-24,7218.0,7325.26,7143.65,7190.26
2028-10-25,7149.11,7331.85,6985.83,7226.58
2028-10-26,7250.19,7388.87,7196.68,7231.77
2028-10-27,7242.81,7371.04,7122.82,7184.52
2028-10-28,7186.74,7315.29,7093.7,7145.32
2028-10-29,7073.37,7140.41,7023.44,7075.24
2028-10-30,7070.71,7171.74,6954.08,6963.74
2028-10-31,6986.47,7105.87,6851.43,6985.74
2028-11-01,6978.51,7107.68,6821.5,7029.38
2028-11-02,7038.37,7191.73,6924.05,6995.64
2028-11-03,6967.08,7024.87,6931.38,6975.32
2028-11-04,6935.12,7121.88,6914.99,7083.78
2028-11-05,7104.83,7240.53,7026.86,7163.03
2028-11-06,7176.05,7214.11,7104.5,7192.58
2028-11-07,7149.92,7409.32,7014.58,7389.63
2028-11-08,7376.62,7611.09,7367.52,7435.51
2028-11-09,7431.78,7557.12,7335.31,7474.73
2028-11-10,7470.6,7515.74,7301.93,7376.94
2028-11-11,7361.87,7543.29,7308.5,7363.17
2028-11-12,7323.01,7371.37,7136.02,7259.03
2028-11-13,7311.17,7495.88,7265.14,7416.16
2028-11-14,7425.77,7557.43,7277.88,7403.78
2028-11-15,7415.95,7519.24,7255.4,7427.71
2028-11-16,7396.07,7412.32,7277.07,7392.28
2028-11-17,7426.25,7578.3,7246.21,7326.51
2028-11-18,7360.91,7430.84,7217.98,7259.92
2028-11-19,7259.52,7435.06,7212.55,7259.69
2028-11-20,7301.17,7411.6,7178.36,7212.36
2028-11-21,7246.3,7389.77,7111.89,7142.17
2028-11-22,7061.37,7371.31,6943.78,7216.61
2028-11-23,7187.16,7318.8,7161.3,7181.02
2028-11-24,7195.57,7335.79,7083.89,7303.01
2028-11-25,7302.9,7505.33,7269.31,7417.84
2028-11-26,7381.87,7494.42,7369.05,7428.71
2028-11-27,7370.53,7596.73,7210.66,7543.27
2028-11-28,7565.99,7678.04,7461.79,7618.77
2028-11-29,7627.48,7713.19,7313.39,7464.72
2028-11-30,7409.04,7477.22,7256.86,7392.36
2028-12-01,7400.51,7626.68,7342.58,7530.39
2028-12-02,7581.6,7765.11,7442.81,7692.21
2028-12-03,7685.81,7750.5,7483.08,7586.58
2028-12-04,7547.93,7699.32,7389.05,7615.49
2028-12-05,7558.68,7731.42,7375.35,7612.23
2028-12-06,7593.44,7609.3,7409.07,7473.17
2028-12-07,7496.75,7755.81,7476.04,7658.65
2028-12-08,7637.24,7694.99,7452.7,7653.02
2028-12-09,7651.19,7737.27,7212.99,7396.49
2028-12-10,7442.47,7567.13,7354.63,7417.08
2028-12-11,7318.08,7470.07,7213.4,7320.22
2028-12-12,7360.84,7415.78,7114.05,7136.43
2028-12-13,7129.34,7171.55,7019.43,7064.1
2028-12-14,7032.54,7369.32,6888.26,7265.12
2028-12-15,7296.51,7489.1,7262.22,7337.89
2028-12-16,7340.87,7634.28,7170.96,7510.23
2028-12-17,7502.67,7605.07,7446.34,7470.94
2028-12-18,7418.4,7683.18,7305.37,7507.21
2028-12-19,7518.72,7569.52,7442.37,7465.0
2028-12-20,7525.93,7663.89,7499.61,7566.13
2028-12-21,7517.18,7671.45,7370.0,7545.24
2028-12-22,7526.81,7699.35,7413.5,7520.89
2028-12-23,7535.79,7775.88,7475.6,7602.55
2028-12-24,7610.18,7721.49,7600.95,7703.89
2028-12-25,7678.98,7697.54,7534.32,7594.13
2028-12-26,7565.35,7825.13,7538.95,7755.4
2028-12-27,7669.24,7778.32,7518.4,7756.58
2028-12-28,7768.85,7817.6,7657.62,7752.5
2028-12-29,7709.19,7818.82,7691.42,7734.18
2028-12-30,7731.04,7830.4,7684.81,7709.4
2028-12-31,7706.05,7729.8,7493.95,7624.99
2029-01-01,7650.88,7866.78,7489.79,7707.22
2029-01-02,7699.69,7859.44,7605.35,7747.98
2029-01-03,7750.7,7950.75,7562.09,7875.21
2029-01-04,7876.85,8022.01,7652.04,7826.39
2029-01-05,7859.69,8002.82,7635.48,7811.49
2029-01-06,7850.54,8020.83,7667.41,7805.41
2029-01-07,7793.88,7871.85,7733.76,7743.0
2029-01-08,7705.6,7961.73,7535.16,7800.57
2029-01-09,7725.11,8049.07,7617.27,7855.62
2029-01-10,7878.39,7968.2,7600.21,7641.56
2029-01-11,7662.49,7817.43,7471.15,7656.21
2029-01-12,7666.38,7837.3,7534.08,7650.67
2029-01-13,7652.05,7669.84,7469.93,7636.13
2029-01-14,7615.59,7785.62,7550.77,7714.4
2029-01-15,7738.18,7824.46,7640.37,7753.29
2029-01-16,7723.18,8016.73,7578.45,7838.61
2029-01-17,7844.94,8014.48,7778.15,7795.82
2029-01-18,7836.63,8003.3,7307.22,7479.63
2029-01-19,7508.87,7651.01,7107.11,7162.89
2029-01-20,7131.04,7207.67,7042.08,7175.84
2029-01-21,7229.88,7268.58,7136.75,7189.12
2029-01-22,7165.21,7279.94,7071.61,7110.76
2029-01-23,7083.25,7148.85,7013.05,7116.18
2029-01-24,7100.18,7402.23,6946.97,7261.6
2029-01-25,7237.38,7445.83,7178.59,7375.23
2029-01-26,7357.49,7618.43,7302.37,7573.11
2029-01-27,7576.19,7625.04,7241.8,7380.74
2029-01-28,7423.75,7514.06,7342.62,7447.14
2029-01-29,7543.89,7696.78,7409.49,7455.63
2029-01-30,7466.25,7610.74,7304.9,7543.27
2029-01-31,7563.64,7700.9,7427.76,7446.59
2029-02-01,7388.84,7416.99,7235.04,7303.9
2029-02-02,7278.48,7496.91,7239.17,7331.87
2029-02-03,7361.35,7703.89,7351.55,7580.34
2029-02-04,7633.66,7775.46,7422.57,7482.46
2029-02-05,7430.27,7458.03,7359.02,7443.11
2029-02-06,7438.5,7567.93,7397.74,7557.12
2029-02-07,7546.55,7554.97,7300.98,7414.22
2029-02-08,7384.03,7459.71,7193.39,7311.12
2029-02-09,7246.86,7482.43,7179.23,7457.78
2029-02-10,7417.03,7661.94,7253.8,7531.61
2029-02-11,7592.14,7777.66,7335.22,7501.92
2029-02-12,7443.18,7635.64,7434.53,7461.39
2029-02-13,7465.54,7610.84,7349.8,7521.09
2029-02-14,7520.09,7672.79,7414.9,7512.72
2029-02-15,7511.22,7628.85,7393.52,7506.61
2029-02-16,7513.11,7800.47,7444.95,7626.24
2029-02-17,7568.57,7853.9,7484.38,7840.34
2029-02-18,7841.96,8079.27,7757.61,7908.08
2029-02-19,7957.34,8090.83,7627.38,7690.52
2029-02-20,7613.41,7821.32,7473.4,7742.21
2029-02-21,7792.44,7950.1,7738.88,7776.24
2029-02-22,7825.1,7942.52,7778.43,7921.1
2029-02-23,7907.69,8215.07,7870.18,8098.89
2029-02-24,8122.63,8252.49,7867.02,7950.45
2029-02-25,7985.22,8035.87,7872.98,7912.77
2029-02-26,7939.28,8136.83,7648.19,7833.42
2029-02-27,7823.51,7903.06,7774.48,7807.89
2029-02-28,7802.46,7844.52,7609.81,7817.6
2029-03-01,7807.06,7968.0,7733.16,7847.71
2029-03-02,7731.97,8033.96,7546.61,7874.46
2029-03-03,7902.52,8192.38,7823.77,8048.69
2029-03-04,8048.9,8137.95,7863.47,8049.74
2029-03-05,8092.09,8358.11,8044.47,8234.65
2029-03-06,8213.28,8326.71,8197.3,8266.98
2029-03-07,8254.46,8377.13,8152.68,8296.3
2029-03-08,8230.5,8636.0,8046.47,8448.18
2029-03-09,8463.74,8665.99,8448.05,8595.79
2029-03-10,8493.2,8695.9,8287.46,8475.74
2029-03-11,8511.06,8583.25,7902.64,8100.45
2029-03-12,8117.1,8344.58,7950.31,8268.59
2029-03-13,8211.79,8220.08,8000.9,8135.43
2029-03-14,8125.04,8513.41,8048.72,8378.38
2029-03-15,8331.08,8508.2,8216.78,8369.68
2029-03-16,8332.97,8445.53,8245.14,8349.9
2029-03-17,8299.29,8470.25,8079.42,8216.2
2029-03-18,8299.75,8506.34,8085.53,8280.36
2029-03-19,8279.0,8382.67,8073.74,8194.29
2029-03-20,8200.44,8253.99,7953.24,8087.31
2029-03-21,8081.68,8208.78,7778.46,7876.53
2029-03-22,7967.56,8070.7,7747.96,7796.74
2029-03-23,7802.35,7920.09,7684.29,7810.41
2029-03-24,7841.23,7995.23,7619.79,7808.28
2029-03-25,7787.34,8260.99,7768.57,8108.81
2029-03-26,8181.71,8604.41,8026.3,8428.51
2029-03-27,8536.13,8596.42,8038.16,8183.62
2029-03-28,8184.06,8490.7,8062.15,8298.76
2029-03-29,8303.06,8478.57,8015.61,8162.79
2029-03-30,8204.19,8412.75,8082.7,8215.47
2029-03-31,8264.41,8293.69,8129.42,8184.2
2029-04-01,8199.87,8274.99,7981.02,8080.76
2029-04-02,8109.86,8313.43,8003.18,8154.73
2029-04-03,8140.97,8270.08,8026.12,8198.92
2029-04-04,8168.89,8345.94,7965.11,8176.63
2029-04-05,8153.66,8346.59,8064.02,8077.92
2029-04-06,8014.46,8062.85,7847.36,7905.06
2029-04-07,7871.72,8234.13,7795.84,8077.48
2029-04-08,8137.83,8247.49,7934.33,7988.82
2029-04-09,7993.0,8032.86,7846.04,7959.92
2029-04-10,7928.63,8025.26,7667.56,7847.97
2029-04-11,7853.44,7964.06,7713.67,7812.87
2029-04-12,7813.4,7981.63,7693.66,7727.5
2029-04-13,7808.73,7964.94,7622.59,7782.64
2029-04-14,7781.72,7985.17,7594.33,7889.7
2029-04-15,7901.72,8052.61,7834.43,8025.6
2029-04-16,7993.61,8519.61,7972.96,8415.18
2029-04-17,8458.53,8688.8,8444.4,8482.59
2029-04-18,8482.6,8568.18,8003.05,8193.15
2029-04-19,8217.72,8304.27,7976.98,8151.04
2029-04-20,8137.68,8375.84,8086.72,8356.71
2029-04-21,8382.8,8592.4,8321.74,8430.03
2029-04-22,8510.98,8526.85,8480.06,8511.11
2029-04-23,8508.59,8756.49,8300.04,8569.4
2029-04-24,8570.29,8711.05,8274.68,8327.91
2029-04-25,8357.35,8578.08,8239.0,8380.91
2029-04-26,8316.69,8549.16,8138.32,8488.59
2029-04-27,8501.63,8709.36,8408.97,8476.85
2029-04-28,8434.05,8665.21,8228.83,8565.61
2029-04-29,8535.26,8890.33,8373.4,8860.34
2029-04-30,8774.14,9013.1,8669.24,8909.23
2029-05-01,8906.24,9016.46,8616.07,8762.26
2029-05-02,8757.41,8791.2,8571.73,8612.94
2029-05-03,8580.2,8752.61,8483.01,8684.43
2029-05-04,8681.14,8851.38,8482.28,8787.53
2029-05-05,8668.31,8813.33,8631.93,8782.51
2029-05-06,8741.23,8862.02,8549.6,8670.28
2029-05-07,8678.6,8846.01,8501.86,8520.44
2029-05-08,8496.37,8792.28,8335.64,8598.26
2029-05-09,8677.87,8810.77,8334.45,8536.43
2029-05-10,8544.03,8664.53,8439.17,8586.17
